,username,interact_with_crafting_table,open_barrel,open_shulker_box,leave_game,time_since_death,damage_resisted,sprint_one_cm,drop,deaths,jump,walk_on_water_one_cm,enchant_item,interact_with_furnace,play_one_minute,sleep_in_bed,open_enderchest,damage_dealt,crouch_one_cm,interact_with_smoker,interact_with_smithing_table,mob_kills,interact_with_anvil,inspect_hopper,climb_one_cm,walk_one_cm,sneak_time,walk_under_water_one_cm,boat_one_cm,interact_with_lectern,interact_with_blast_furnace,interact_with_grindstone,time_since_rest,damage_taken,swim_one_cm,fly_one_cm,open_chest,aviate_one_cm,fall_one_cm,interact_with_stonecutter,play_time,total_world_time,animals_bred,bell_ring,damage_absorbed,damage_blocked_by_shield,damage_dealt_absorbed,fish_caught,horse_one_cm,inspect_dispenser,interact_with_beacon,interact_with_brewingstand,interact_with_cartography_table,play_noteblock,play_record,player_kills,talked_to_villager,traded_with_villager,tune_noteblock,interact_with_loom,inspect_dropper,pot_flower,raid_trigger,raid_win,minecart_one_cm,eat_cake_slice,strider_one_cm,fill_cauldron,target_hit,trigger_trapped_chest,use_cauldron,clean_shulker_box,interact_with_campfire,pig_one_cm,clean_banner,damage_dealt_resisted
223,Shanki_kun,2.0,1.0,17.0,26.0,80379.0,44.0,114236.0,4.0,,1077.0,9248.0,,8.0,,,8.0,5546.0,4854.0,,,13.0,1.0,5.0,1027.0,122125.0,2357.0,5790.0,,3.0,,,80379.0,2316.0,8413.0,218017.0,65.0,1819483.0,41642.0,,80379.0,80379.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
224,blond996,3.0,,,3.0,36458.0,,50102.0,,,675.0,2137.0,,,,,,281.0,,,,3.0,,,292.0,118775.0,1.0,2368.0,552640.0,,,,36458.0,160.0,,102458.0,1.0,,13736.0,,36458.0,36458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,opp31337,8.0,29.0,6.0,3.0,23915.0,204.0,555247.0,6.0,6.0,3048.0,23132.0,,6.0,,,7.0,289.0,11736.0,,,1.0,1.0,1.0,13014.0,283140.0,5479.0,11347.0,6594.0,7.0,,,23935.0,2224.0,25745.0,789681.0,95.0,,88751.0,1.0,132791.0,132791.0,,,,,,,33017.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
226,fracturedfiree,79.0,3.0,,18.0,279485.0,,1221846.0,8.0,5.0,5159.0,100430.0,,54.0,757952.0,25.0,,5532.0,31207.0,5.0,,31.0,,,42.0,2836495.0,13894.0,141654.0,1677398.0,,,4.0,48177.0,4801.0,91617.0,794515.0,307.0,,74863.0,,,,6.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
227,ImJustB0nk,88.0,152.0,,48.0,237205.0,17.0,1809524.0,84.0,10.0,12826.0,57486.0,1.0,89.0,655912.0,11.0,3.0,10929.0,162041.0,,,50.0,1.0,1.0,42871.0,777234.0,48135.0,218607.0,525284.0,2.0,,,4978.0,9046.0,110501.0,2945895.0,298.0,,368810.0,,,,12.0,,,45.0,,,,4.0,,1.0,,,,5.0,3.0,,,,,,,,,,,,,,,,,120616.0,,
228,Rich_U2,420.0,46.0,437.0,146.0,9602071.0,1585.0,1786859.0,55247.0,126.0,9326.0,47332.0,,3.0,,24.0,65.0,5698564.0,149958.0,,,2023329.0,15.0,74.0,189463.0,1801615.0,35512.0,137148.0,,,,1.0,19016.0,1366924.0,80022.0,2155644.0,1738.0,15560150.0,140192.0,,37598481.0,37598481.0,37.0,,155.0,,,,661063.0,5.0,2.0,,,1.0,,,50.0,225.0,126.0,,9.0,,30401.0,17442.0,572985.0,,,,,,,,,,,
229,AlchemiDae,19.0,5.0,,17.0,2607.0,24.0,417779.0,5.0,15.0,4726.0,15214.0,,4.0,,1.0,1.0,2662.0,2553.0,9.0,,23.0,,,299.0,311186.0,1652.0,6831.0,960076.0,,,,2628.0,4811.0,38227.0,793973.0,21.0,,132522.0,,168817.0,168817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Lantias,613.0,758.0,1330.0,62.0,1763883.0,543.0,16756615.0,128.0,28.0,37630.0,481878.0,13.0,144.0,,325.0,125.0,79337.0,536490.0,,1.0,8252.0,22.0,165.0,786948.0,21318832.0,181043.0,157367.0,663403.0,10.0,,3.0,13758.0,32857.0,206475.0,6813884.0,4835.0,39307049.0,441977.0,45.0,24142626.0,24142626.0,520.0,,,,,,8040.0,156.0,13.0,14.0,,64.0,,,716.0,666.0,75.0,,159.0,,,,23652.0,,,,,,,,,,,
231,Kelone,43.0,15.0,6.0,8.0,40369.0,48.0,649155.0,7.0,5.0,4460.0,58815.0,,38.0,,3.0,3.0,2062.0,10147.0,,,32.0,,,1021.0,652345.0,4070.0,21137.0,21730.0,10.0,,,25632.0,3060.0,34935.0,790018.0,61.0,,122202.0,,331515.0,331515.0,,3.0,,,,,,,,,,,6.0,,1.0,,1.0,,,,,,,,,,,,,,,,,
232,akshay69,11.0,,6.0,9.0,3127.0,124.0,571796.0,2.0,8.0,2624.0,10676.0,,8.0,,2.0,,2659.0,3827.0,,,10.0,,,8549.0,187652.0,2245.0,2677.0,278379.0,,,,3147.0,2700.0,36744.0,620681.0,52.0,,59987.0,,127428.0,127428.0,,,40.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
233,Totty3,,66.0,14.0,1.0,48177.0,22.0,207366.0,2.0,,614.0,2441.0,,1.0,48177.0,,6.0,199.0,2496.0,,,1.0,,1.0,1470.0,130301.0,554.0,5140.0,,4.0,,,48177.0,113.0,1028.0,175149.0,56.0,,14628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,WildAcid5494,10.0,1.0,,4.0,58911.0,,101476.0,1.0,,597.0,12337.0,,13.0,58911.0,,,2731.0,2256.0,,,23.0,,,57.0,1202298.0,156.0,16305.0,586669.0,,,,58911.0,392.0,,112874.0,1.0,,12655.0,,,,,,,1410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Cuddlyjelly,17.0,,,1.0,130927.0,,514288.0,26.0,,3387.0,23592.0,,,130927.0,7.0,,12730.0,5540.0,15.0,,119.0,,,1525.0,297085.0,1942.0,6936.0,313109.0,,,,7972.0,980.0,59248.0,794559.0,21.0,,93190.0,,,,,,,,,,1264722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Monsieur_Walruss,4.0,,,1.0,56296.0,4.0,117371.0,,,819.0,4348.0,,,56296.0,,,544.0,1032.0,,,4.0,,,,44885.0,784.0,4865.0,574367.0,,,,56296.0,496.0,37002.0,192056.0,8.0,,24660.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
237,Bazo_05,482.0,504.0,1617.0,74.0,8089.0,1931.0,12014228.0,1027.0,41.0,71281.0,642929.0,165.0,336.0,,93.0,9.0,220916.0,1692507.0,2.0,6.0,7034.0,42.0,69.0,257534.0,11459099.0,426595.0,655046.0,1770250.0,51.0,,98.0,8109.0,41400.0,1166359.0,19636721.0,1367.0,21656495.0,1972918.0,11.0,5667026.0,81841.0,,149.0,200.0,7111.0,65.0,,853601.0,63.0,34.0,57.0,1.0,,,10.0,24.0,33.0,,,12.0,,,,6587363.0,,,,,,,,,,,
238,NoMercy00,32.0,12.0,42.0,17.0,21232.0,20.0,821917.0,192.0,13.0,4164.0,52920.0,,19.0,421644.0,1.0,25.0,13169.0,81906.0,,,74.0,,,17957.0,1046734.0,15448.0,25754.0,352548.0,,1.0,,21254.0,6199.0,20772.0,1237333.0,99.0,562126.0,68729.0,,,,,,,,,24.0,,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
239,Kablaouye,755.0,1749.0,3536.0,479.0,391496.0,6093.0,37369595.0,1764.0,30.0,120835.0,2242433.0,37.0,173.0,,186.0,1064.0,294508.0,3332050.0,45.0,15.0,9949.0,136.0,106.0,1449972.0,52321917.0,970951.0,8448348.0,7484879.0,50.0,111.0,7.0,391517.0,103040.0,3790522.0,27270099.0,10844.0,145686893.0,4264054.0,112.0,17263128.0,4443850.0,142.0,133.0,,295.0,3.0,5.0,203469.0,199.0,26.0,4.0,1.0,19.0,45.0,5.0,219.0,513.0,760.0,5.0,10.0,1.0,,,59807.0,19.0,,3.0,,,2.0,,2.0,,,
240,BigLad3,3.0,,,1.0,28815.0,8.0,98037.0,2.0,,1064.0,21199.0,,1.0,28815.0,,1.0,,103.0,,,,,,834.0,24125.0,352.0,1828.0,,,,,28815.0,262.0,30738.0,289210.0,7.0,,32124.0,,,,,,,,,,2798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,snippings,26.0,17.0,11.0,7.0,9190.0,1185.0,892118.0,95.0,1.0,4201.0,23674.0,4.0,177.0,334219.0,,,9468.0,23905.0,,,531.0,,1.0,22478.0,700201.0,8459.0,20772.0,96823.0,,,,9212.0,4377.0,10412.0,1223831.0,68.0,642572.0,92139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Luci_Lionheart,150.0,282.0,512.0,16.0,638043.0,367.0,5856167.0,313.0,9.0,16305.0,221488.0,,418.0,,104.0,197.0,23322.0,127444.0,,,493.0,40.0,28.0,33264.0,7229909.0,130934.0,30837.0,,19.0,5.0,,34695.0,6495.0,255735.0,1506033.0,1235.0,1095418.0,141379.0,9.0,2828436.0,2828436.0,141.0,,,1820.0,,,,,,,,,,1.0,38.0,2.0,,,,,,,,,,,,,,,4.0,,,
243,_Arachni_,1892.0,3352.0,1141.0,535.0,47969.0,1005185.0,74199572.0,8162.0,195.0,389539.0,3868603.0,5.0,2427.0,,819.0,1077.0,599025.0,6791379.0,8.0,18.0,16640.0,263.0,377.0,2529858.0,129158011.0,1623223.0,4990072.0,7559895.0,57.0,4.0,127.0,5770.0,1766394.0,6429025.0,104067622.0,13079.0,120871556.0,8360153.0,20.0,28205752.0,1386818.0,883.0,183.0,,13864.0,10.0,,5340420.0,212.0,19.0,112.0,14.0,15.0,70.0,17.0,527.0,1010.0,492.0,18.0,31.0,72.0,1.0,4.0,1391202.0,12.0,514.0,10.0,,,28.0,,40.0,506.0,,
244,DashonXbox,335.0,959.0,1344.0,110.0,1981242.0,3869.0,10916876.0,845.0,11.0,47276.0,366466.0,43.0,431.0,,56.0,414.0,47806.0,77719.0,,10.0,5990.0,57.0,42.0,164353.0,10655554.0,44182.0,1534459.0,320140.0,68.0,1.0,32.0,71002.0,32041.0,149710.0,9623343.0,2399.0,61488584.0,1029909.0,11.0,4034321.0,4034321.0,227.0,,7.0,3120.0,,,292576.0,7.0,,,,1.0,,3.0,17.0,,12.0,,,,,,204629.0,1.0,,,,,,,,,,
245,Bellatorr,8.0,,,2.0,54671.0,,89849.0,,,551.0,12409.0,,21.0,,1.0,,3523.0,599.0,,,27.0,,,,113276.0,148.0,6345.0,,,,,37804.0,847.0,448.0,51265.0,14.0,,6600.0,,54671.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,HelloImSteven,115.0,132.0,418.0,45.0,50168.0,209.0,6532259.0,139.0,6.0,30601.0,237500.0,7.0,79.0,,12.0,21.0,41867.0,57778.0,20.0,11.0,1168.0,2.0,10.0,14010.0,8073149.0,23946.0,138924.0,2724203.0,34.0,,,10826.0,10443.0,1076488.0,7137691.0,1031.0,,670678.0,,2025702.0,2025702.0,,1.0,,,,1.0,,1.0,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,
247,Brobdingnagian,490.0,573.0,311.0,99.0,33671.0,2605.0,10726127.0,1943.0,90.0,52979.0,249168.0,51.0,282.0,10335557.0,136.0,275.0,179765.0,1148981.0,1.0,13.0,15043.0,86.0,135.0,833654.0,14852715.0,321677.0,118528.0,1993784.0,5.0,,29.0,20870.0,61529.0,134399.0,11908005.0,2385.0,9766800.0,1115041.0,32.0,,,5.0,,182.0,6075.0,,,13609.0,16.0,9.0,21.0,1.0,,,14.0,520.0,258.0,,19.0,57.0,,,1.0,587443.0,15.0,,,,,,,,,,
248,Corx,,,,1.0,8843.0,,29759.0,,,270.0,397.0,,,8843.0,,1.0,,809.0,,,,,,,9917.0,279.0,103.0,,,,,8843.0,,625.0,80651.0,4.0,,3727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Snipelol_10,,2.0,8.0,3.0,6357.0,36.0,21492.0,,,101.0,485.0,,,6357.0,,,70.0,44.0,,,,,,,6956.0,56.0,,,,,,6357.0,64.0,,25636.0,18.0,,1883.0,,,,,,,,,,,,,,,,,,,,,,,,,,1760.0,,,,,,,,,,,
250,M4Mancy,,2.0,9.0,5.0,76484.0,90.0,497125.0,1.0,1.0,545.0,27282.0,,,214709.0,,4.0,1106.0,2096.0,,,21.0,,,20023.0,308285.0,1067.0,2245.0,181922.0,2.0,,,76504.0,598.0,2087.0,333538.0,1.0,263958.0,3719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,bokoedro,48.0,50.0,302.0,5.0,261451.0,25.0,4131840.0,12.0,5.0,446.0,169775.0,,30.0,354805.0,1.0,93.0,18737.0,59560.0,2.0,5.0,284.0,8.0,6.0,7652.0,2627736.0,20711.0,100408.0,21845.0,,4.0,,71837.0,3711.0,231660.0,532633.0,1049.0,16.0,40529.0,,,,,,,,,,,1.0,,18.0,,,,,37.0,13.0,,,,2.0,,,,,,,,,,,,,,
252,Zoramy,118.0,194.0,484.0,72.0,22232.0,3599.0,3033588.0,288.0,19.0,21704.0,144606.0,50.0,93.0,,14.0,22.0,34205.0,113387.0,,6.0,4287.0,24.0,,65162.0,2808266.0,35421.0,117407.0,1286894.0,14.0,,48.0,22251.0,23516.0,236269.0,4877084.0,658.0,32055380.0,632034.0,,1227369.0,1227369.0,4.0,,45.0,8775.0,238.0,,,1.0,,,1.0,,,11.0,295.0,387.0,,,,,,,,,,,,,,,,,,
253,RoseBud350,,,,3.0,377.0,,96153.0,,1.0,65.0,2474.0,,,10314.0,,,37.0,741.0,,,,,,1240.0,35192.0,221.0,2678.0,,,,,397.0,245.0,1534.0,9185.0,3.0,,1685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,KingDyte,1332.0,4668.0,3871.0,340.0,893642.0,3910.0,32855197.0,2449.0,97.0,384977.0,1969033.0,13.0,1029.0,,676.0,2254.0,540343.0,1331012.0,199.0,16.0,23490.0,456.0,369.0,1139548.0,54116733.0,385868.0,1588722.0,2151116.0,227.0,189.0,22.0,69534.0,114267.0,1260934.0,53376345.0,14491.0,279050634.0,3290554.0,142.0,25797568.0,2616528.0,21.0,19.0,21.0,3665.0,171.0,,2750.0,115.0,11.0,322.0,1.0,160.0,27.0,29.0,590.0,2089.0,52.0,78.0,78.0,31.0,1.0,1.0,110948.0,,,20.0,28.0,,19.0,,8.0,,,
255,KrunkJunks,30.0,39.0,20.0,23.0,156816.0,135.0,758939.0,48.0,7.0,4081.0,24953.0,,74.0,229546.0,,11.0,4066.0,28290.0,,,31.0,1.0,,13293.0,618317.0,8210.0,24266.0,,1.0,,,156836.0,3786.0,74499.0,750773.0,2.0,,109351.0,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,MiniMichiii,2930.0,4352.0,25901.0,550.0,41903.0,33459.0,65383895.0,7358.0,20.0,271762.0,1354459.0,22.0,832.0,,187.0,3262.0,750977.0,6352146.0,10.0,45.0,42529.0,393.0,163.0,798994.0,56095475.0,1588182.0,2403095.0,6632498.0,38.0,196.0,24.0,41923.0,344780.0,6089927.0,59940050.0,28488.0,840889802.0,8265784.0,59.0,32866903.0,16146442.0,503.0,191.0,263.0,,87.0,120.0,1269940.0,373.0,,58.0,2.0,3.0,4.0,19.0,791.0,683.0,728.0,21.0,4.0,73.0,,1.0,48971.0,6.0,1032.0,,5.0,1.0,,,,980.0,,
257,darkfire247g,78.0,1.0,33.0,22.0,624516.0,,1521182.0,47.0,,7677.0,47218.0,,60.0,,16.0,5.0,9810.0,27852.0,23.0,,79.0,1.0,2.0,286.0,2246764.0,9661.0,56308.0,116045.0,,,,36511.0,1325.0,51661.0,1814696.0,312.0,,196761.0,,624516.0,624516.0,350.0,,,610.0,,,116541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,portiarulz,9.0,102.0,39.0,1.0,57849.0,8.0,187895.0,,,1286.0,10133.0,,,,,7.0,1313.0,4175.0,3.0,,7.0,,,7258.0,208117.0,1768.0,11270.0,,1.0,2.0,,57849.0,851.0,19916.0,319734.0,128.0,,31150.0,,57849.0,57849.0,,1.0,,,,,2733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,TheRealOne23765,412.0,1509.0,1020.0,117.0,1368805.0,3299.0,18055270.0,1236.0,52.0,64009.0,1541516.0,25.0,303.0,,54.0,561.0,286156.0,2033873.0,,18.0,9248.0,31.0,28.0,1204411.0,18909118.0,488220.0,2432736.0,680716.0,,1.0,15.0,1278783.0,88587.0,3001292.0,18547811.0,2626.0,89513625.0,1197823.0,15.0,7480199.0,5086.0,368.0,,8.0,4037.0,,,,69.0,20.0,165.0,,1.0,11.0,22.0,25.0,,,1.0,3.0,,1.0,,37035.0,,,,,,,,,,,
260,Aquatic_Phantasm,33.0,28.0,32.0,14.0,318795.0,496.0,1847267.0,106.0,7.0,10030.0,65919.0,8.0,,,3.0,4.0,54977.0,38095.0,,2.0,2103.0,33.0,19.0,23242.0,2755220.0,14553.0,50680.0,16534.0,2.0,,42.0,318815.0,6955.0,21820.0,2882979.0,318.0,,198333.0,,1358645.0,1358645.0,,,,,,142.0,,,,,,,,1.0,5.0,,11167.0,1.0,,,,,,,,,,,,,,,,
261,scoot1506,9.0,6.0,22.0,14.0,51740.0,264.0,322029.0,11.0,1.0,2126.0,25936.0,,16.0,142880.0,1.0,2.0,3815.0,4269.0,,,35.0,,,1144.0,218533.0,1256.0,21114.0,271776.0,3.0,2.0,,51760.0,3559.0,46649.0,509244.0,110.0,,59237.0,,,,,,,430.0,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,
262,Hardy26,3031.0,5298.0,22687.0,1633.0,1784887.0,55032.0,47014692.0,6574.0,160.0,389085.0,6039710.0,2.0,1470.0,,726.0,3395.0,754762.0,20658551.0,14.0,31.0,28277.0,144.0,1676.0,5417297.0,117552856.0,4480477.0,12687737.0,4702347.0,163.0,15.0,12.0,38079.0,449647.0,532943.0,67813817.0,23701.0,729397053.0,18960444.0,212.0,45911082.0,23213718.0,67.0,514.0,958.0,,,1.0,228335.0,381.0,127.0,131.0,13.0,86.0,22.0,76.0,7096.0,60057.0,478.0,50.0,177.0,27.0,292.0,3.0,873790.0,22.0,326.0,1.0,10.0,1.0,,,4.0,542.0,,
263,JHH2017,87.0,17.0,158.0,16.0,44859.0,27.0,945641.0,19.0,9.0,4470.0,98828.0,,103.0,,4.0,5.0,5580.0,72990.0,,,39.0,3.0,3.0,43407.0,1170881.0,33800.0,266839.0,528661.0,,,,44879.0,3790.0,81498.0,846783.0,251.0,,66147.0,,1018187.0,1018187.0,,,,75.0,,86.0,,,1.0,,,,,,,,14884.0,,,,,,,,,,,,,,,,,
264,Florianm23,1972.0,1688.0,5731.0,390.0,4116.0,8310.0,48373498.0,6563.0,212.0,271662.0,1953988.0,131.0,907.0,,677.0,1051.0,1076996.0,8503331.0,72.0,42.0,17826.0,138.0,1058.0,2385758.0,32188683.0,2753409.0,3926336.0,6513902.0,67.0,1.0,150.0,4136.0,180129.0,11777365.0,68315510.0,16750.0,239276184.0,6489374.0,17.0,23093691.0,775040.0,170.0,467.0,44.0,36196.0,,121.0,9544971.0,378.0,77.0,221.0,3.0,33.0,44.0,90.0,3627.0,20435.0,32.0,13.0,190.0,,,1.0,1957127.0,1.0,121792.0,3.0,1.0,,2.0,1.0,,,4.0,
265,PunnyFox,391.0,,6.0,31.0,940204.0,66.0,4995354.0,630.0,25.0,28959.0,274375.0,27.0,675.0,,13.0,6.0,38401.0,1250361.0,74.0,,990.0,9.0,,34532.0,7299765.0,329828.0,198533.0,1108906.0,3.0,90.0,,23750.0,31197.0,168716.0,4062249.0,1739.0,,992239.0,,2488713.0,2488713.0,408.0,,,14676.0,,6.0,,2.0,,,,,,4.0,,,1.0,,,,,,22282.0,,,,,,,,,,,
266,miner47000,310.0,1085.0,1534.0,67.0,491656.0,492.0,4946459.0,481.0,45.0,27944.0,370251.0,,418.0,,50.0,271.0,14777.0,70411.0,,4.0,1722.0,33.0,114.0,634980.0,8021270.0,27110.0,83721.0,120954.0,8.0,,3.0,9132.0,27026.0,8238.0,4471090.0,569.0,45066557.0,788630.0,,2229785.0,2229785.0,3.0,,,145.0,,,,,,,,,,1.0,9.0,,,,23.0,,,,409.0,,,,,,,,,,,
267,Obungle,,,,1.0,2392.0,,7955.0,,,82.0,421.0,,,2392.0,,,,,,,,,,,8123.0,,,,,,,2392.0,,,23707.0,9.0,,894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,CatGosCrazy,601.0,701.0,1053.0,92.0,432634.0,2942.0,11319628.0,2082.0,90.0,59296.0,1112319.0,77.0,456.0,,78.0,501.0,241448.0,628512.0,185.0,19.0,9071.0,210.0,693.0,487178.0,15880976.0,281389.0,1985183.0,2495130.0,29.0,74.0,41.0,314440.0,108245.0,3150762.0,12542622.0,4875.0,81968540.0,1619932.0,30.0,8815805.0,1570989.0,64.0,50.0,43.0,24695.0,4.0,13.0,2600371.0,70.0,44.0,104.0,25.0,,1.0,6.0,375.0,1091.0,,19.0,64.0,,,1.0,69848.0,14.0,1464709.0,,68.0,,1.0,,,,,
269,MockingJayee,15.0,6.0,5.0,3.0,90647.0,36.0,293369.0,25.0,,1748.0,5256.0,,49.0,90647.0,1.0,,2435.0,7464.0,,,11.0,,,,171150.0,3857.0,224.0,,,,,38080.0,547.0,1736.0,401992.0,5.0,,40125.0,,,,,2.0,,525.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
270,MarioKing64,541.0,953.0,2383.0,246.0,2128.0,28523.0,33471527.0,2340.0,52.0,147028.0,673235.0,35.0,430.0,,166.0,610.0,405208.0,1668240.0,187.0,8.0,13445.0,105.0,103.0,408181.0,29416071.0,454642.0,799022.0,366157.0,70.0,101.0,28.0,2148.0,167463.0,1016558.0,31636084.0,3844.0,252376113.0,6392699.0,83.0,12555358.0,12555358.0,6.0,5.0,111.0,7595.0,6.0,,10879.0,7.0,6.0,3.0,,160.0,31.0,16.0,18.0,,182.0,1.0,14.0,,,1.0,22736.0,1.0,,2.0,,,8.0,,,,,
271,AliShaa2277,4.0,4.0,,5.0,24542.0,134.0,75854.0,1.0,,798.0,6168.0,,,24542.0,,,180.0,2626.0,,,4.0,,,1374.0,30898.0,1131.0,8448.0,,,,,24542.0,411.0,10484.0,161305.0,8.0,,29283.0,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,
272,ThatOneNobody,,,1.0,2.0,44558.0,,91227.0,,,220.0,1950.0,,,,,2.0,,,,,,,,,258540.0,2.0,1213.0,,,,,44558.0,40.0,6905.0,25720.0,1.0,,2711.0,,44558.0,44558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,TeKneeQ,,,,11.0,58955.0,,62728.0,2.0,3.0,195.0,126.0,,,86684.0,,,20.0,108.0,,,,,,,34830.0,317.0,,,,,,58975.0,915.0,,60789.0,2.0,,1463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Stick_X,2.0,2.0,9.0,2.0,25521.0,,42486.0,1.0,,319.0,,,,,1.0,1.0,,309.0,,,,,2.0,12052.0,452131.0,262.0,,,3.0,,,22054.0,278.0,,56716.0,45.0,,21650.0,,25521.0,25521.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
275,Snad03,,,1.0,13.0,11943.0,4.0,195321.0,1.0,1.0,718.0,283.0,,,,,,40.0,236.0,,,,,,156.0,67424.0,80.0,,,,,,11963.0,424.0,,214537.0,,,17511.0,,34170.0,34170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,SoulYetti,22.0,,9.0,4.0,138703.0,,184321.0,6.0,2.0,2204.0,30012.0,,18.0,,2.0,,115.0,7208.0,,,1.0,,,6196.0,345647.0,1962.0,16508.0,839709.0,,,,7647.0,1520.0,23956.0,571760.0,8.0,,62402.0,,153688.0,153688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,firefly_o3,232.0,282.0,2461.0,63.0,1939440.0,2482.0,645032.0,1423.0,4.0,7791.0,54928.0,7.0,19.0,,34.0,285.0,15434.0,808649.0,,3.0,5462.0,25.0,478.0,591341.0,7488533.0,495080.0,964434.0,187928.0,11.0,,,1077.0,8978.0,18840.0,287220.0,1151.0,22350070.0,221104.0,8.0,3031832.0,3031832.0,,,,,,,,16.0,20.0,,,5.0,,,5.0,,7.0,,26.0,,,,67829.0,,,,,,,,,,,
278,Blaz0,55.0,90.0,69.0,15.0,96608.0,470.0,3340576.0,287.0,15.0,8375.0,30641.0,,50.0,,27.0,26.0,22247.0,22251.0,1.0,4.0,822.0,13.0,16.0,255499.0,4065380.0,17221.0,13381.0,,10.0,,1.0,25425.0,15847.0,24599.0,1620826.0,409.0,12159310.0,262496.0,,1371475.0,14757.0,,63.0,,,,,,,,,,,,,1.0,,,,,,,,40771.0,4.0,,,,,,,,,,
279,tommytith,390.0,130.0,330.0,56.0,0.0,1270.0,5174039.0,466.0,254.0,49835.0,189583.0,25.0,214.0,2537483.0,8.0,98.0,99368.0,403057.0,267.0,7.0,2080.0,26.0,38.0,353656.0,8109973.0,104929.0,925586.0,933396.0,9.0,22.0,8.0,21.0,87095.0,410243.0,27713533.0,1847.0,7256903.0,1481202.0,,,,452.0,2.0,,9008.0,,14.0,495939.0,2.0,,34.0,,,5.0,,243.0,129.0,1.0,1.0,6.0,,,,218582.0,4.0,398.0,1.0,,,,,,,,
280,BlueRiderG,2.0,,,1.0,37965.0,,127119.0,,,1076.0,9286.0,,20.0,37965.0,,,2560.0,3862.0,,,29.0,,,,230647.0,878.0,3074.0,,,,,37965.0,150.0,42645.0,228802.0,2.0,,27784.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
281,helvec,16.0,,,3.0,98788.0,,685913.0,5.0,3.0,3397.0,42737.0,,19.0,176788.0,,,6984.0,3671.0,,,75.0,,,2586.0,744641.0,2650.0,29855.0,52246.0,1.0,,,98808.0,2026.0,127615.0,594582.0,58.0,,63521.0,,,,,,,150.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
282,Dragon12741,44.0,10.0,35.0,10.0,24694.0,58.0,1558662.0,28.0,6.0,4508.0,26161.0,,20.0,515855.0,1.0,4.0,5533.0,59665.0,,,35.0,,8.0,16126.0,1599347.0,22144.0,14734.0,67944.0,,,,24714.0,5945.0,12200.0,772149.0,141.0,6729177.0,109453.0,,,,,,,340.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
283,BagelsOverBread,32.0,,,3.0,127488.0,,369025.0,27.0,1.0,1692.0,35869.0,10.0,49.0,,1.0,1.0,5084.0,5875.0,9.0,,35.0,,,,464717.0,2119.0,3970.0,327359.0,1.0,,1.0,61583.0,1016.0,4123.0,343458.0,32.0,,29699.0,,169037.0,169037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
